loss,mape,val_loss,val_mape
0.09747409075498581,4310982.0,0.08065517991781235,3914331.5
0.09327640384435654,4728588.0,0.08092831075191498,3851905.75
0.09092698246240616,4762984.5,0.08050257712602615,3979317.25
0.08998709917068481,4793026.5,0.08052640408277512,3964341.25
0.08849906176328659,4765198.5,0.08058837056159973,3936819.75
0.08807139098644257,4757649.5,0.08049637824296951,3985437.5
0.08724289387464523,4708258.0,0.08061999827623367,3926068.75
0.08664500713348389,4798013.5,0.08065695315599442,3914676.0
0.08673004060983658,4686403.5,0.08050671964883804,3978265.75
0.08608412742614746,4730173.5,0.080597423017025,3934346.25
