loss,mape,val_loss,val_mape
0.08395381271839142,4137633.0,0.083990179002285,223.0115509033203
0.0839342549443245,4136737.0,0.08401234447956085,225.16961669921875
0.08390204608440399,4162085.75,0.08433345705270767,216.6056671142578
0.08387357741594315,4141923.25,0.08417225629091263,219.56011962890625
0.08388295769691467,4145989.75,0.08417799323797226,218.55557250976562
0.08382479846477509,4153998.5,0.08457460254430771,215.03233337402344
0.08383995294570923,4128299.25,0.08454097807407379,215.9982147216797
0.08386307209730148,4122835.75,0.08428142964839935,222.12770080566406
0.08384991437196732,4144001.75,0.0844377875328064,219.0476837158203
0.08386869728565216,4145543.25,0.084279365837574,219.74151611328125
