loss,mape,val_loss,val_mape
0.09473253786563873,4960752.0,0.0828624814748764,2290381.25
0.08769699186086655,5075818.5,0.08278579264879227,2021043.625
0.08649735897779465,5025422.0,0.08256136626005173,1924727.375
0.08588312566280365,5070918.0,0.08280224353075027,1963012.625
0.08576075732707977,5150134.0,0.08232120424509048,2053668.625
0.08546946197748184,5196122.0,0.08222199976444244,2013119.25
0.08534761518239975,5100103.0,0.08267805725336075,1962724.125
0.08533690869808197,5112661.5,0.0826086774468422,1917895.625
0.08526237308979034,5144716.5,0.08213622123003006,2015491.75
0.08521103113889694,5114025.0,0.08202758431434631,2009726.625
