loss,mape,val_loss,val_mape
0.08394742012023926,4067677.5,0.08608700335025787,4737672.5
0.0839291512966156,4048388.75,0.0862373635172844,4960469.5
0.08384879678487778,4061277.75,0.08611670136451721,4913489.5
0.08382774889469147,4052509.0,0.08632514625787735,4980411.0
0.08383630961179733,4061559.5,0.08661758899688721,5042863.0
0.08379092812538147,4067493.0,0.08602931350469589,4781746.0
0.083832286298275,4045952.0,0.08640541136264801,4996441.5
0.0837210938334465,4051143.75,0.08754363656044006,5177727.5
0.08379846811294556,4075991.0,0.08645842969417572,5005201.5
0.08379384130239487,4063804.25,0.08609101176261902,4886926.5
